Number,Name,Mega evolution,Type,TotalHP,Atk,Def,Spa,Spd,Spe
486,귀뚤톡크,,BUG,384,77,85,51,55,51,65
487,꼬링크,,ELECTRIC,263,45,65,34,40,34,45
488,럭시오,,ELECTRIC,363,60,85,49,60,49,60
489,렌트라,,ELECTRIC,523,80,120,79,95,79,70
490,꼬몽울,,GRASS,280,40,30,35,50,70,55
491,로즈레이드,,GRASS,515,60,70,65,125,105,90
492,두개도스,,ROCK,350,67,125,40,30,30,58
493,램펄드,,ROCK,495,97,165,60,65,50,58
494,방패톱스,,ROCK,350,30,42,118,42,88,30
495,바리톱스,,ROCK,495,60,52,168,47,138,30
496,도롱충이,,BUG,224,40,29,45,29,45,36
497,도롱마담,Plant Cloak,BUG,424,60,59,85,79,105,36
498,도롱마담,Sandy Cloak,BUG,424,60,79,105,59,85,36
499,도롱마담,Trash Cloak,BUG,424,60,69,95,69,95,36
500,나메일,,BUG,424,70,94,50,94,50,66
501,세꿀버리,,BUG,244,30,30,42,30,42,70
502,비퀸,,BUG,474,70,80,102,80,102,40
503,파치리스,,ELECTRIC,405,60,45,70,45,90,95
504,브이젤,,WATER,330,55,65,35,60,30,85
505,플로젤,,WATER,495,85,105,55,85,50,115
506,체리버,,GRASS,275,45,35,45,62,53,35
507,체리꼬,,GRASS,450,70,60,70,87,78,85
508,깝질무,,WATER,325,76,48,48,57,62,34
509,트리토돈,,WATER,475,111,83,68,92,82,39
510,겟핸보숭,,NORMAL,482,75,100,66,60,66,115
511,흔들풍손,,GHOST,348,90,50,34,60,44,70
512,둥실라이드,,GHOST,498,150,80,44,90,54,80
513,이어롤,,NORMAL,350,55,66,44,44,56,85
514,이어롭,,NORMAL,480,65,76,84,54,96,105
515,이어롭,Mega Lopunny,NORMAL,580,65,136,94,54,96,135
516,무우마직,,GHOST,495,60,60,60,105,105,105
517,돈크로우,,DARK,505,100,125,52,105,52,71
518,나옹마,,NORMAL,310,49,55,42,42,37,85
519,몬냥이,,NORMAL,452,71,82,64,64,59,112
520,랑딸랑,,PSYCHIC,285,45,30,50,65,50,45
521,스컹뿡,,POISON,329,63,63,47,41,41,74
522,스컹탱크,,POISON,479,103,93,67,71,61,84
523,동미러,,STEEL,300,57,24,86,24,86,23
524,동탁군,,STEEL,500,67,89,116,79,116,33
525,꼬지지,,ROCK,290,50,80,95,10,45,10
526,Mime Jr.,,PSYCHIC,310,20,25,45,70,90,60
527,핑복,,NORMAL,220,100,5,5,15,65,30
528,페라페,,NORMAL,411,76,65,45,92,42,91
529,화강돌,,GHOST,485,50,92,108,92,108,35
530,딥상어동,,DRAGON,300,58,70,45,40,45,42
531,한바이트,,DRAGON,410,68,90,65,50,55,82
532,한카리아스,,DRAGON,600,108,130,95,80,85,102
533,한카리아스,Mega Garchomp,DRAGON,700,108,170,115,120,95,92
534,먹고자,,NORMAL,390,135,85,40,40,85,5
535,리오르,,FIGHTING,285,40,70,40,35,40,60
536,루카리오,,FIGHTING,525,70,110,70,115,70,90
537,루카리오,Mega Lucario,FIGHTING,625,70,145,88,140,70,112
538,히포포타스,,GROUND,330,68,72,78,38,42,32
539,하마돈,,GROUND,525,108,112,118,68,72,47
540,스콜피,,POISON,330,40,50,90,30,55,65
541,드래피온,,POISON,500,70,90,110,60,75,95
542,삐딱구리,,POISON,300,48,61,40,61,40,50
543,독개굴,,POISON,490,83,106,65,86,65,85
544,무스틈니,,GRASS,454,74,100,72,90,72,46
545,형광어,,WATER,330,49,49,56,49,61,66
546,네오라이트,,WATER,460,69,69,76,69,86,91
547,타만타,,WATER,345,45,20,50,60,120,50
548,눈쓰개,,GRASS,334,60,62,50,62,60,40
549,눈설왕,,GRASS,494,90,92,75,92,85,60
550,눈설왕,Mega Abomasnow,GRASS,594,90,132,105,132,105,30
551,포푸니라,,DARK,510,70,120,65,45,85,125
552,자포코일,,ELECTRIC,535,70,70,115,130,90,60
553,내룸벨트,,NORMAL,515,110,85,95,80,95,50
554,거대코뿌리,,GROUND,535,115,140,130,55,55,40
555,덩쿠림보,,GRASS,535,100,100,125,110,50,50
556,에레키블,,ELECTRIC,540,75,123,67,95,85,95
557,마그마번,,FIRE,540,75,95,67,125,95,83
558,토게키스,,FAIRY,545,85,50,95,120,115,80
559,메가자리,,BUG,515,86,76,86,116,56,95
560,리피아,,GRASS,525,65,110,130,60,65,95
561,글레이시아,,ICE,525,65,60,110,130,95,65
562,글라이온,,GROUND,510,75,95,125,45,75,95
563,맘모꾸리,,ICE,530,110,130,80,70,60,80
564,폴리곤Z,,NORMAL,535,85,80,70,135,75,90
565,엘레이드,,PSYCHIC,518,68,125,65,65,115,80
566,엘레이드,Mega Gallade,PSYCHIC,618,68,165,95,65,115,110
567,대코파스,,ROCK,525,60,55,145,75,150,40
568,야느와르몽,,GHOST,525,45,100,135,65,135,45
569,눈여아,,ICE,480,70,80,70,80,70,110
570,로토무,,ELECTRIC,440,50,50,77,95,77,91
571,히오전 11:22 2021-09-11트로토무,,ELECTRIC,520,50,65,107,105,107,86
572,워시로토무,,ELECTRIC,520,50,65,107,105,107,86
573,프로스트로토무,,ELECTRIC,520,50,65,107,105,107,86
574,스핀로토무,,ELECTRIC,520,50,65,107,105,107,86
575,커트로토무,,ELECTRIC,520,50,65,107,105,107,86
576,유크시,,PSYCHIC,580,75,75,130,75,130,95
577,엠라이트,,PSYCHIC,580,80,105,105,105,105,80
578,아그놈,,PSYCHIC,580,75,125,70,125,70,115
579,디아루가,,STEEL,680,100,120,120,150,100,90
580,펄기아,,WATER,680,90,120,100,150,120,100
581,히드런,,FIRE,600,91,90,106,130,106,77
582,레지기가스,,NORMAL,670,110,160,110,80,110,100
583,기라티나,Altered Forme,GHOST,680,150,100,120,100,120,90
584,기라티나,Origin Forme,GHOST,680,150,120,100,120,100,90
585,크레세리아,,PSYCHIC,600,120,70,120,75,130,85
586,피오네,,WATER,480,80,80,80,80,80,80
587,마나피,,WATER,600,100,100,100,100,100,100
588,다크라이,,DARK,600,70,90,90,135,90,125
589,쉐이미,,GRASS,600,100,100,100,100,100,100
590,쉐이미 스카이폼,,GRASS,600,100,103,75,120,75,127
591,아르세우스,,NORMAL,720,120,120,120,120,120,120
592,비크티니,,PSYCHIC,600,100,100,100,100,100,100
593,주리비얀,,GRASS,308,45,45,55,45,55,63
594,샤비,,GRASS,413,60,60,75,60,75,83
595,샤로다,,GRASS,528,75,75,95,75,95,113
596,뚜꾸리,,FIRE,308,65,63,45,45,45,45
597,챠오꿀,,FIRE,418,90,93,55,70,55,55
598,염무왕,,FIRE,528,110,123,65,100,65,65
599,수댕이,,WATER,308,55,55,45,63,45,45
600,쌍검자비,,WATER,413,75,75,60,83,60,60
601,대검귀,,WATER,528,95,100,85,108,70,70
602,보르쥐,,NORMAL,255,45,55,39,35,39,42
603,보르그,,NORMAL,420,60,85,69,60,69,77
604,요테리,,NORMAL,275,45,60,45,25,45,55
605,하데리어,,NORMAL,370,65,80,65,35,65,60
606,바랜드,,NORMAL,500,85,110,90,45,90,80
607,쌔비냥,,DARK,281,41,50,37,50,37,66
608,레파르다스,,DARK,446,64,88,50,88,50,106
609,야나프,,GRASS,316,50,53,48,53,48,64
610,야나키,,GRASS,498,75,98,63,98,63,101
611,바오프,,FIRE,316,50,53,48,53,48,64
612,바오키,,FIRE,498,75,98,63,98,63,101
613,앗차프,,WATER,316,50,53,48,53,48,64
614,앗차키,,WATER,498,75,98,63,98,63,101
615,몽나,,PSYCHIC,292,76,25,45,67,55,24
616,몽얌나,,PSYCHIC,487,116,55,85,107,95,29
617,콩둘기,,NORMAL,264,50,55,50,36,30,43
618,유토브,,NORMAL,358,62,77,62,50,42,65
619,켄호로우,,NORMAL,488,80,115,80,65,55,93
620,줄뮤마,,ELECTRIC,295,45,60,32,50,32,76
621,제브라이카,,ELECTRIC,497,75,100,63,80,63,116
622,단굴,,ROCK,280,55,75,85,25,25,15
623,암트르,,ROCK,390,70,105,105,50,40,20
624,기가이어스,,ROCK,515,85,135,130,60,80,25
625,또르박쥐,,PSYCHIC,323,65,45,43,55,43,72
626,맘박쥐,,PSYCHIC,425,67,57,55,77,55,114
627,두더류,,GROUND,328,60,85,40,30,45,68
628,몰드류,,GROUND,508,110,135,60,50,65,88
629,다부니,,NORMAL,445,103,60,86,60,86,50
630,다부니,Mega Audino,NORMAL,545,103,60,126,80,126,50
631,으랏차,,FIGHTING,305,75,80,55,25,35,35
632,토쇠골,,FIGHTING,405,85,105,85,40,50,40
633,노보청,,FIGHTING,505,105,140,95,55,65,45
634,동챙이,,WATER,294,50,50,40,50,40,64
635,두까비,,WATER,384,75,65,55,65,55,69
636,두빅굴,,WATER,509,105,95,75,85,75,74
637,던지미,,FIGHTING,465,120,100,85,30,85,45
638,타격귀,,FIGHTING,465,75,125,75,30,75,85
639,두르보,,BUG,310,45,53,70,40,60,42
640,두르쿤,,BUG,380,55,63,90,50,80,42
641,모아머,,BUG,500,75,103,80,70,80,92
642,마디네,,BUG,260,30,45,59,30,39,57
643,휠구,,BUG,360,40,55,99,40,79,47
644,펜드라,,BUG,485,60,100,89,55,69,112
645,소미안,,GRASS,280,40,27,60,37,50,66
646,엘풍,,GRASS,480,60,67,85,77,75,116
647,치릴리,,GRASS,280,45,35,50,70,50,30
648,드레디어,,GRASS,480,70,60,75,110,75,90
649,배쓰나이,Red-Striped Form,WATER,460,70,92,65,80,55,98
650,배쓰나이,Blue-Striped Form,WATER,460,70,92,65,80,55,98
651,깜눈크,,GROUND,292,50,72,35,35,35,65
652,악비르,,GROUND,351,60,82,45,45,45,74
653,악비아르,,GROUND,519,95,117,80,65,70,92
654,달막화,,FIRE,315,70,90,45,15,45,50
655,달막화,Galarian Darumaka,ICE,315,70,90,45,15,45,50
656,불비달마,Standard Mode,FIRE,480,105,140,55,30,55,95
657,불비달마,Zen Mode,FIRE,540,105,30,105,140,105,55
658,불비달마,Galarian Standard Mode,ICE,480,105,140,55,30,55,95
659,불비달마,Galarian Zen Mode,ICE,540,105,160,55,30,55,135
660,마라카치,,GRASS,461,75,86,67,106,67,60
661,돌살이,,BUG,325,50,65,85,35,35,55
662,암팰리스,,BUG,485,70,105,125,65,75,45
663,곤율랭,,DARK,348,50,75,70,35,70,48
664,곤율거니,,DARK,488,65,90,115,45,115,58
665,심보러,,PSYCHIC,490,72,58,80,103,80,97
666,데스마스,,GHOST,303,38,30,85,55,65,30
667,데스마스,Galarian Yamask,GROUND,303,38,55,85,30,65,30
668,데스니칸,,GHOST,483,58,50,145,95,105,30
669,프로토가,,WATER,355,54,78,103,53,45,22
670,늑골라,,WATER,495,74,108,133,83,65,32
671,아켄,,ROCK,401,55,112,45,74,45,70
672,아케오스,,ROCK,567,75,140,65,112,65,110
673,깨봉이,,POISON,329,50,50,62,40,62,65
674,더스트나,,POISON,474,80,95,82,60,82,75
675,조로아,,DARK,330,40,65,40,80,40,65
676,조로아크,,DARK,510,60,105,60,120,60,105
677,치라미,,NORMAL,300,55,50,40,40,40,75
678,치라치노,,NORMAL,470,75,95,60,65,60,115
679,고디탱,,PSYCHIC,290,45,30,50,55,65,45
680,고디보미,,PSYCHIC,390,60,45,70,75,85,55
681,고디모아젤,,PSYCHIC,490,70,55,95,95,110,65
682,유니란,,PSYCHIC,290,45,30,40,105,50,20
683,듀란,,PSYCHIC,370,65,40,50,125,60,30
684,란쿨루스,,PSYCHIC,490,110,65,75,125,85,30
685,꼬지보리,,WATER,305,62,44,50,44,50,55
686,스완나,,WATER,473,75,87,63,87,63,98
687,바닐프티,,ICE,305,36,50,50,65,60,44
688,바닐리치,,ICE,395,51,65,65,80,75,59
689,배바닐라,,ICE,535,71,95,85,110,95,79
690,사철록,,NORMAL,335,60,60,50,40,50,75
691,바라철록,,NORMAL,475,80,100,70,60,70,95
692,에몽가,,ELECTRIC,428,55,75,60,75,60,103
693,딱정곤,,BUG,315,50,75,45,40,45,60
694,슈바르고,,BUG,495,70,135,105,60,105,20
695,깜놀버슬,,GRASS,294,69,55,45,55,55,15
696,뽀록나,,GRASS,464,114,85,70,85,80,30
697,탱그릴,,WATER,335,55,40,50,65,85,40
698,탱탱겔,,WATER,480,100,60,70,85,105,60
699,맘복치,,WATER,470,165,75,80,40,45,65
700,파쪼옥,,BUG,319,50,47,50,57,50,65
701,전툴라,,BUG,472,70,77,60,97,60,108
702,철시드,,GRASS,305,44,50,91,24,86,10
703,너트령,,GRASS,489,74,94,131,54,116,20
704,기어르,,STEEL,300,40,55,70,45,60,30
705,기기어르,,STEEL,440,60,80,95,70,85,50
706,기기기어르,,STEEL,520,60,100,115,70,85,90
707,저리어,,ELECTRIC,275,35,55,40,45,40,60
708,저리릴,,ELECTRIC,405,65,85,70,75,70,40
709,저리더프,,ELECTRIC,515,85,115,80,105,80,50
710,리그레,,PSYCHIC,335,55,55,55,85,55,30
711,벰크,,PSYCHIC,485,75,75,75,125,95,40
712,불켜미,,GHOST,275,50,30,55,65,55,20
713,램프라,,GHOST,370,60,40,60,95,60,55
714,샹델라,,GHOST,520,60,55,90,145,90,80
715,터검니,,DRAGON,320,46,87,60,30,40,57
716,액슨도,,DRAGON,410,66,117,70,40,50,67
717,액스라이즈,,DRAGON,540,76,147,90,60,70,97
718,코고미,,ICE,305,55,70,40,60,40,40
719,툰베어,,ICE,505,95,130,80,70,80,50
720,프리지오,,ICE,515,80,50,50,95,135,105
721,쪼마리,,BUG,305,50,40,85,40,65,25
722,어지리더,,BUG,495,80,70,40,100,60,145
723,메더,,GROUND,471,109,66,84,81,99,32
724,메더,Galarian Stunfisk,GROUND,471,109,81,99,66,84,32
725,비조푸,,FIGHTING,350,45,85,50,55,50,65
726,비조도,,FIGHTING,510,65,125,60,95,60,105
727,크리만,,DRAGON,485,77,120,90,60,90,48
728,골비람,,GROUND,303,59,74,50,35,50,35
729,골루그,,GROUND,483,89,124,80,55,80,55
730,자망칼,,DARK,340,45,85,70,40,40,60
731,절각참,,DARK,490,65,125,100,60,70,70
732,버프론,,NORMAL,490,95,110,95,40,95,55
733,수리둥보,,NORMAL,350,70,83,50,37,50,60
734,워글,,NORMAL,510,100,123,75,57,75,80
735,벌차이,,DARK,370,70,55,75,45,65,60
736,버랜지나,,DARK,510,110,65,105,55,95,80
737,앤티골,,FIRE,484,85,97,66,105,66,65
738,아이앤트,,BUG,484,58,109,112,48,48,109
739,모노두,,DARK,300,52,65,50,45,50,38
740,디헤드,,DARK,420,72,85,70,65,70,58
741,삼삼드래,,DARK,600,92,105,90,125,90,98
742,활화르바,,BUG,360,55,85,55,50,55,60
743,불카모스,,BUG,550,85,60,65,135,105,100
744,코바르온,,STEEL,580,91,90,129,90,72,108
745,테라키온,,ROCK,580,91,129,90,72,90,108
746,비리디온,,GRASS,580,91,90,72,90,129,108
747,토네로스,Incarnate Forme,FLYING,580,79,115,70,125,80,111
748,토네로스,Therian Forme,FLYING,580,79,100,80,110,90,121
749,볼트로스,Incarnate Forme,ELECTRIC,580,79,115,70,125,80,111
750,볼트로스,Therian Forme,ELECTRIC,580,79,105,70,145,80,101
751,레시라무,,DRAGON,680,100,120,100,150,120,90
752,제크로무,,DRAGON,680,100,150,120,120,100,90
753,랜드로스,Incarnate Forme,GROUND,600,89,125,90,115,80,101
754,랜드로스,Therian Forme,GROUND,600,89,145,90,105,80,91
755,큐레무,,DRAGON,660,125,130,90,130,90,95
756,큐레무,Black Kyurem,DRAGON,700,125,170,100,120,90,95
757,큐레무,White Kyurem,DRAGON,700,125,120,90,170,100,95
758,케르디오,Ordinary Form,WATER,580,91,72,90,129,90,108
759,케르디오,Resolute Form,WATER,580,91,72,90,129,90,108
760,메로엣타,Aria Forme,NORMAL,600,100,77,77,128,128,90
761,메로엣타,Pirouette Forme,NORMAL,600,100,128,90,77,77,128
762,게노세크트,,BUG,600,71,120,95,120,95,99
763,도치마론,,GRASS,313,56,61,65,48,45,38
764,도치보구,,GRASS,405,61,78,95,56,58,57
765,브리가론,,GRASS,530,88,107,122,74,75,64
766,푸호꼬,,FIRE,307,40,45,40,62,60,60
767,테르나,,FIRE,409,59,59,58,90,70,73
768,마폭시,,FIRE,534,75,69,72,114,100,104
769,개구마르,,WATER,314,41,56,40,62,44,71
770,개굴반장,,WATER,405,54,63,52,83,56,97
771,개굴닌자,,WATER,530,72,95,67,103,71,122
772,개굴닌자,Ash-Greninja,WATER,640,72,145,67,153,71,132
773,파르빗,,NORMAL,237,38,36,38,32,36,57
774,파르토,,NORMAL,423,85,56,77,50,77,78
775,화살꼬빈,,NORMAL,278,45,50,43,40,38,62
776,불화살빈,,FIRE,382,62,73,55,56,52,84
777,파이어로,,FIRE,499,78,81,71,74,69,126
778,분이벌레,,BUG,200,38,35,40,27,25,35
779,분떠도리,,BUG,213,45,22,60,27,30,29
780,비비용,,BUG,411,80,52,50,90,50,89
781,레오꼬,,FIRE,369,62,50,58,73,54,72
782,화염레오,,FIRE,507,86,68,72,109,66,106
783,플라베베,,FAIRY,303,44,38,39,61,79,42
784,플라엣테,,FAIRY,371,54,45,47,75,98,52
785,플라제스,,FAIRY,552,78,65,68,112,154,75
786,메이클,,GRASS,350,66,65,48,62,57,52
787,고고트,,GRASS,531,123,100,62,97,81,68
788,판짱,,FIGHTING,348,67,82,62,46,48,43
789,부란다,,FIGHTING,495,95,124,78,69,71,58
790,트리미앙,,NORMAL,472,75,80,60,65,90,102
791,냐스퍼,,PSYCHIC,355,62,48,54,63,60,68
792,냐오닉스,Male,PSYCHIC,466,74,48,76,83,81,104
793,냐오닉스,Female,PSYCHIC,466,74,48,76,83,81,104
794,단칼빙,,STEEL,325,45,80,100,35,37,28
795,쌍검킬,,STEEL,448,59,110,150,45,49,35
796,킬가르도,Shield Forme,STEEL,500,60,50,140,50,140,60
797,킬가르도,Blade Forme,STEEL,500,60,140,50,140,50,60
798,슈쁘,,FAIRY,341,78,52,60,63,65,23
799,프레프티르,,FAIRY,462,101,72,72,99,89,29
800,나룸퍼프,,FAIRY,341,62,48,66,59,57,49
801,나루림,,FAIRY,480,82,80,86,85,75,72
802,오케이징,,DARK,288,53,54,53,37,46,45
803,칼라마네로,,DARK,482,86,92,88,68,75,73
804,거북손손,,ROCK,306,42,52,67,39,56,50
805,거북손데스,,ROCK,500,72,105,115,54,86,68
806,수레기,,POISON,320,50,60,60,60,60,30
807,드래캄,,POISON,494,65,75,90,97,123,44
808,완철포,,WATER,330,50,53,62,58,63,44
809,블로스터,,WATER,500,71,73,88,120,89,59
810,목도리키텔,,ELECTRIC,289,44,38,33,61,43,70
811,일레도리자드,,ELECTRIC,481,62,55,52,109,94,109
812,티고라스,,ROCK,362,58,89,77,45,45,48
813,견고라스,,ROCK,521,82,121,119,69,59,71
814,아마루스,,ROCK,362,77,59,50,67,63,46
815,아마루르가,,ROCK,521,123,77,72,99,92,58
816,님피아,,FAIRY,525,95,65,65,110,130,60
817,루차불,,FIGHTING,500,78,92,75,74,63,118
818,데덴네,,ELECTRIC,431,67,58,57,81,67,101
819,멜리시,,ROCK,500,50,50,150,50,150,50
820,미끄메라,,DRAGON,300,45,50,35,55,75,40
821,미끄네일,,DRAGON,452,68,75,53,83,113,60
822,미끄래곤,,DRAGON,600,90,100,70,110,150,80
823,클레피,,STEEL,470,57,80,91,80,87,75
824,나목령,,GHOST,309,43,70,48,50,60,38
825,대로트,,GHOST,474,85,110,76,65,82,56
826,호바귀,Average Size,GHOST,335,49,66,70,44,55,51
827,호바귀,Small Size,GHOST,335,44,66,70,44,55,56
828,호바귀,Large Size,GHOST,335,54,66,70,44,55,46
829,호바귀,Super Size,GHOST,335,59,66,70,44,55,41
830,펌킨인,Average Size,GHOST,494,65,90,122,58,75,84
831,펌킨인,Small Size,GHOST,494,55,85,122,58,75,99
832,펌킨인,Large Size,GHOST,494,75,95,122,58,75,69
833,펌킨인,Super Size,GHOST,494,85,100,122,58,75,54
834,꽁어름,,ICE,304,55,69,85,32,35,28
835,크레베이스,,ICE,514,95,117,184,44,46,28
836,음뱃,,FLYING,245,40,30,35,45,40,55
837,음번,,FLYING,535,85,70,80,97,80,123
838,제르네아스,,FAIRY,680,126,131,95,131,98,99
839,이벨타르,,DARK,680,126,131,95,131,98,99
840,지가르데,50% Forme,DRAGON,600,108,100,121,81,95,95
841,지가르데,10% Forme,DRAGON,486,54,100,71,61,85,115
842,지가르데,Complete Forme,DRAGON,708,216,100,121,91,95,85
843,디안시,,ROCK,600,50,100,150,100,150,50
844,디안시,Mega Diancie,ROCK,700,50,160,110,160,110,110
845,후파,Hoopa Confined,PSYCHIC,600,80,110,60,150,130,70
846,후파,Hoopa Unbound,PSYCHIC,680,80,160,60,170,130,80
847,볼케니온,,FIRE,600,80,110,120,130,90,70
848,나몰빼미,,GRASS,320,68,55,55,50,50,42
849,빼미스로우,,GRASS,420,78,75,75,70,70,52
850,모크나이퍼,,GRASS,530,78,107,75,100,100,70
851,냐오불,,FIRE,320,45,65,40,60,40,70
852,냐오히트,,FIRE,420,65,85,50,80,50,90
853,어흥염,,FIRE,530,95,115,90,80,90,60
854,누리공,,WATER,320,50,54,54,66,56,40
855,키요공,,WATER,420,60,69,69,91,81,50
856,누리레느,,WATER,530,80,74,74,126,116,60
857,콕코구리,,NORMAL,265,35,75,30,30,30,65
858,크라파,,NORMAL,355,55,85,50,40,50,75
859,왕큰부리,,NORMAL,485,80,120,75,75,75,60
860,영구스,,NORMAL,253,48,70,30,30,30,45
861,형사구스,,NORMAL,418,88,110,60,55,60,45
862,턱지충이,,BUG,300,47,62,45,55,45,46
863,전지충이,,BUG,400,57,82,95,55,75,36
864,투구뿌논,,BUG,500,77,70,90,145,75,43
865,오기지게,,FIGHTING,338,47,82,57,42,47,63
866,모단단게,,FIGHTING,478,97,132,77,62,67,43
867,춤추새,Baile Style,FIRE,476,75,70,70,98,70,93
868,춤추새,Pom-Pom Style,ELECTRIC,476,75,70,70,98,70,93
869,춤추새,Pa'u Style,PSYCHIC,476,75,70,70,98,70,93
870,춤추새,Sensu Style,GHOST,476,75,70,70,98,70,93
871,에블리,,BUG,304,40,45,40,55,40,84
872,에리본,,BUG,464,60,55,60,95,70,124
873,암멍이,,ROCK,280,45,65,40,30,40,60
874,암멍이,Own Tempo Rockruff,ROCK,280,45,65,40,30,40,60
875,루가루암,Midday Form,ROCK,487,75,115,65,55,65,112
876,루가루암,Midnight Form,ROCK,487,85,115,75,55,75,82
877,루가루암,Dusk Form,ROCK,487,75,117,65,55,65,110
878,약어리,Solo Form,WATER,175,45,20,20,25,25,40
879,약어리,School Form,WATER,620,45,140,130,140,135,30
880,시마사리,,POISON,305,50,53,62,43,52,45
881,더시마사리,,POISON,495,50,63,152,53,142,35
882,머드나기,,GROUND,385,70,100,70,45,55,45
883,만마드,,GROUND,500,100,125,100,55,85,35
884,물거미,,WATER,269,38,40,52,40,72,27
885,깨비물거미,,WATER,454,68,70,92,50,132,42
886,짜랑랑,,GRASS,250,40,55,35,50,35,35
887,라란티스,,GRASS,480,70,105,90,80,90,45
888,자마슈,,GRASS,285,40,35,55,65,75,15
889,마셰이드,,GRASS,405,60,45,80,90,100,30
890,야도뇽,,POISON,320,48,44,40,71,40,77
891,염뉴트,,POISON,480,68,64,60,111,60,117
892,포곰곰,,NORMAL,340,70,75,50,45,50,50
893,이븐곰,,NORMAL,500,120,125,80,55,60,60
894,달콤아,,GRASS,210,42,30,38,30,38,32
895,달무리나,,GRASS,290,52,40,48,40,48,62
896,달코퀸,,GRASS,510,72,120,98,50,98,72
897,큐아링,,FAIRY,485,51,52,90,82,110,100
898,하랑우탄,,NORMAL,490,90,60,80,90,110,60
899,내던숭이,,FIGHTING,490,100,120,90,40,60,80
900,꼬시레,,BUG,230,25,35,40,20,30,80
901,갑주무사,,BUG,530,75,125,140,60,90,40
902,모래꿍,,GHOST,320,55,55,80,70,45,15
903,모래성이당,,GHOST,480,85,75,110,100,75,35
904,해무기,,WATER,410,55,60,130,30,130,5
905,Type: Null,,NORMAL,534,95,95,95,95,95,59
906,실버디,,NORMAL,570,95,95,95,95,95,95
907,메테노,Meteor Form,ROCK,440,60,60,100,60,100,60
908,메테노,Core Form,ROCK,500,60,100,60,100,60,120
909,자말라,,NORMAL,480,65,115,65,75,95,65
910,폭거북스,,FIRE,485,60,78,135,91,85,36
911,토게데마루,,ELECTRIC,435,65,98,63,40,73,96
912,따라큐,,GHOST,476,55,90,80,50,105,96
913,치갈기,,WATER,475,68,105,70,70,70,92
914,할비롱,,NORMAL,485,78,60,85,135,91,36
915,타타륜,,GHOST,517,70,131,100,86,90,40
916,짜랑꼬,,DRAGON,300,45,55,65,45,45,45
917,짜랑고우,,DRAGON,420,55,75,90,65,70,65
918,짜랑고우거,,DRAGON,600,75,110,125,100,105,85
919,Tapu Koko,,ELECTRIC,570,70,115,85,95,75,130
920,Tapu Lele,,PSYCHIC,570,70,85,75,130,115,95
921,Tapu Bulu,,GRASS,570,70,130,115,85,95,75
922,Tapu Fini,,WATER,570,70,75,115,95,130,85
923,코스모그,,PSYCHIC,200,43,29,31,29,31,37
924,코스모움,,PSYCHIC,400,43,29,131,29,131,37
925,솔가레오,,PSYCHIC,680,137,137,107,113,89,97
926,루나아라,,PSYCHIC,680,137,113,89,137,107,97
927,텅비드,,ROCK,570,109,53,47,127,131,103
928,매시붕,,BUG,570,107,139,139,53,53,79
929,페로코체,,BUG,570,71,137,37,137,37,151
930,전수목,,ELECTRIC,570,83,89,71,173,71,83
931,철화구야,,STEEL,570,97,101,103,107,101,61
932,종이신도,,GRASS,570,59,181,131,59,31,109
933,악식킹,,DARK,570,223,101,53,97,53,43
934,네크로즈마,,PSYCHIC,600,97,107,101,127,89,79
935,네크로즈마,Dusk Mane Necrozma,PSYCHIC,680,97,157,127,113,109,77
936,네크로즈마,Dawn Wings Necrozma,PSYCHIC,680,97,113,109,157,127,77
937,네크로즈마,Ultra Necrozma,PSYCHIC,754,97,167,97,167,97,129
938,마기아나,,STEEL,600,80,95,115,130,115,65
939,마샤도,,FIGHTING,600,90,125,80,90,90,125
940,베베놈,,POISON,420,67,73,67,73,67,73
941,아고용,,POISON,540,73,73,73,127,73,121
942,차곡차곡,,ROCK,570,61,131,211,53,101,13
943,두파팡,,FIRE,570,53,127,53,151,79,107
944,제라오라,,ELECTRIC,600,88,112,75,102,80,143
945,멜탄,,STEEL,300,46,65,65,55,35,34
946,멜메탈,,STEEL,600,135,143,143,80,65,34
947,흥나숭,,GRASS,310,50,65,50,40,40,65
948,채키몽,,GRASS,420,70,85,70,55,60,80
949,고릴타,,GRASS,530,100,125,90,60,70,85
950,염버니,,FIRE,310,50,71,40,40,40,69
951,래비풋,,FIRE,420,65,86,60,55,60,94
952,에이스번,,FIRE,530,80,116,75,65,75,119
953,울머기,,WATER,310,50,40,40,70,40,70
954,누겔레온,,WATER,420,65,60,55,95,55,90
955,인텔리레온,,WATER,530,70,85,65,125,65,120
956,탐리스,,NORMAL,275,70,55,55,35,35,25
957,요씽리스,,NORMAL,460,120,95,95,55,75,20
958,Rookidee,,FLYING,245,38,47,35,33,35,57
959,파크로우,,FLYING,365,68,67,55,43,55,77
960,아머까오,,FLYING,495,98,87,105,53,85,67
961,두루지벌레,,BUG,180,25,20,20,25,45,45
962,레돔벌레,,BUG,335,50,35,80,50,90,30
963,이올브,,BUG,505,60,45,110,80,120,90
964,훔처우,,DARK,245,40,28,28,47,52,50
965,폭슬라이,,DARK,455,70,58,58,87,92,90
966,꼬모카,,GRASS,250,40,40,60,40,60,10
967,백솜모카,,GRASS,460,60,50,90,80,120,60
968,우르,,NORMAL,270,42,40,55,40,45,48
969,배우르,,NORMAL,490,72,80,100,60,90,88
970,깨물부기,,WATER,284,50,64,50,38,38,44
971,갈가부기,,WATER,485,90,115,90,48,68,74
972,멍파치,,ELECTRIC,270,59,45,50,40,50,26
